DRAN,DRACT,IPONDI
12 ,50,3.0
13 ,45,63.0
13 ,46,4.0
13 ,47,19.0
13 ,48,10.0
13 ,49,43.0
13 ,50,25.0
13 ,51,41.0
14 ,45,28.0
14 ,46,3.0
14 ,47,5.0
14 ,49,92.0
14 ,50,372.0
14 ,51,20.0
15 ,45,2.0
15 ,46,10.0
15 ,47,1.0
15 ,48,3.0
15 ,49,11.0
16 ,45,24.0
16 ,46,1.0
16 ,47,15.0
16 ,49,33.0
16 ,50,3.0
16 ,51,6.0
17 ,45,37.0
17 ,46,1.0
17 ,47,20.0
17 ,48,2.0
17 ,49,82.0
17 ,50,8.0
18 ,45,279.0
18 ,47,4.0
18 ,49,31.0
18 ,50,5.0
18 ,51,11.0
19 ,45,8.0
19 ,46,5.0
19 ,47,9.0
19 ,49,6.0
19 ,51,5.0
21 ,45,33.0
21 ,47,2.0
21 ,49,26.0
21 ,50,4.0
21 ,51,44.0
22 ,45,25.0
22 ,47,3.0
22 ,49,61.0
22 ,50,31.0
22 ,51,23.0
23 ,45,4.0
23 ,47,2.0
23 ,49,1.0
24 ,45,8.0
24 ,46,20.0
24 ,47,38.0
24 ,48,1.0
24 ,49,11.0
24 ,50,5.0
25 ,45,14.0
25 ,46,1.0
25 ,47,7.0
25 ,49,30.0
25 ,50,9.0
25 ,51,26.0
26 ,45,7.0
26 ,46,2.0
26 ,47,6.0
26 ,48,2.0
26 ,49,16.0
26 ,50,20.0
26 ,51,14.0
27 ,45,43.0
27 ,46,4.0
27 ,47,5.0
27 ,49,32.0
27 ,50,52.0
27 ,51,20.0
28 ,45,325.0
28 ,46,2.0
28 ,47,15.0
28 ,49,59.0
28 ,50,12.0
28 ,51,28.0
29 ,45,51.0
29 ,46,6.0
29 ,47,7.0
29 ,49,134.0
29 ,50,38.0
29 ,51,20.0
2A ,45,3.0
2A ,47,4.0
2A ,49,7.0
2A ,50,5.0
2B ,45,6.0
2B ,46,2.0
2B ,47,1.0
2B ,49,2.0
2B ,50,1.0
30 ,45,15.0
30 ,46,5.0
30 ,47,8.0
30 ,48,23.0
30 ,49,21.0
30 ,50,15.0
31 ,45,61.0
31 ,46,108.0
31 ,47,129.0
31 ,48,5.0
31 ,49,73.0
31 ,50,8.0
31 ,51,52.0
32 ,45,4.0
32 ,46,6.0
32 ,47,41.0
32 ,49,3.0
32 ,50,5.0
33 ,45,89.0
33 ,46,17.0
33 ,47,257.0
33 ,49,103.0
33 ,50,11.0
33 ,51,57.0
34 ,45,42.0
34 ,46,10.0
34 ,47,20.0
34 ,48,37.0
34 ,49,35.0
34 ,50,6.0
34 ,51,30.0
35 ,45,65.0
35 ,46,3.0
35 ,47,7.0
35 ,48,1.0
35 ,49,308.0
35 ,50,103.0
35 ,51,31.0
36 ,45,114.0
36 ,46,1.0
36 ,49,23.0
36 ,50,7.0
37 ,45,354.0
37 ,46,3.0
37 ,47,7.0
37 ,49,243.0
37 ,50,8.0
37 ,51,11.0
38 ,45,38.0
38 ,46,3.0
38 ,47,8.0
38 ,48,1.0
38 ,49,31.0
38 ,50,10.0
38 ,51,32.0
39 ,45,4.0
39 ,46,2.0
39 ,47,4.0
39 ,49,3.0
39 ,50,2.0
39 ,51,2.0
40 ,45,19.0
40 ,46,3.0
40 ,47,30.0
40 ,49,5.0
40 ,50,2.0
40 ,51,9.0
41 ,45,397.0
41 ,46,1.0
41 ,47,1.0
41 ,48,1.0
41 ,49,57.0
41 ,50,14.0
42 ,45,20.0
42 ,46,2.0
42 ,47,2.0
42 ,49,31.0
42 ,50,1.0
42 ,51,11.0
43 ,45,7.0
43 ,47,1.0
43 ,48,5.0
43 ,49,2.0
43 ,51,4.0
44 ,45,82.0
44 ,46,8.0
44 ,47,17.0
44 ,48,2.0
44 ,49,1234.0
44 ,50,39.0
44 ,51,35.0
45 ,45,118233.0
45 ,47,9.0
45 ,48,1.0
45 ,49,64.0
45 ,50,13.0
45 ,51,11.0
46 ,45,7.0
46 ,46,9103.0
46 ,47,13.0
46 ,48,4.0
46 ,49,5.0
46 ,50,3.0
47 ,45,22.0
47 ,46,14.0
47 ,47,35362.0
47 ,49,6.0
47 ,50,2.0
48 ,45,2.0
48 ,46,3.0
48 ,48,4099.0
48 ,49,3.0
49 ,45,86.0
49 ,46,3.0
49 ,47,14.0
49 ,49,174932.0
49 ,50,19.0
49 ,51,16.0
50 ,45,12.0
50 ,47,3.0
50 ,49,23.0
50 ,50,51821.0
50 ,51,17.0
51 ,45,41.0
51 ,46,3.0
51 ,47,1.0
51 ,49,32.0
51 ,50,12.0
51 ,51,103635.0
52 ,45,4.0
52 ,47,4.0
52 ,49,13.0
52 ,51,144.0
53 ,45,11.0
53 ,47,2.0
53 ,49,396.0
53 ,50,25.0
53 ,51,8.0
54 ,45,28.0
54 ,46,5.0
54 ,47,6.0
54 ,48,3.0
54 ,49,33.0
54 ,50,6.0
54 ,51,111.0
55 ,45,8.0
55 ,47,2.0
55 ,50,1.0
55 ,51,50.0
56 ,45,25.0
56 ,47,7.0
56 ,49,178.0
56 ,50,14.0
56 ,51,11.0
57 ,45,20.0
57 ,46,2.0
57 ,47,15.0
57 ,48,1.0
57 ,49,29.0
57 ,50,6.0
57 ,51,84.0
58 ,45,41.0
58 ,46,1.0
58 ,47,2.0
58 ,49,14.0
58 ,51,6.0
59 ,45,66.0
59 ,46,5.0
59 ,47,29.0
59 ,48,2.0
59 ,49,112.0
59 ,50,25.0
59 ,51,128.0
60 ,45,26.0
60 ,46,5.0
60 ,47,10.0
60 ,48,1.0
60 ,49,34.0
60 ,50,15.0
60 ,51,47.0
61 ,45,14.0
61 ,47,3.0
61 ,49,63.0
61 ,50,79.0
62 ,45,28.0
62 ,46,3.0
62 ,47,27.0
62 ,49,22.0
62 ,50,9.0
62 ,51,43.0
63 ,45,43.0
63 ,46,3.0
63 ,47,13.0
63 ,48,6.0
63 ,49,37.0
63 ,50,6.0
63 ,51,19.0
64 ,45,22.0
64 ,46,7.0
64 ,47,46.0
64 ,48,1.0
64 ,49,38.0
64 ,50,3.0
64 ,51,13.0
65 ,45,4.0
65 ,46,6.0
65 ,47,10.0
65 ,49,7.0
65 ,50,1.0
65 ,51,6.0
66 ,45,15.0
66 ,47,5.0
66 ,48,11.0
66 ,49,6.0
66 ,50,3.0
66 ,51,9.0
67 ,45,24.0
67 ,46,1.0
67 ,47,3.0
67 ,48,2.0
67 ,49,51.0
67 ,50,3.0
67 ,51,102.0
68 ,45,12.0
68 ,46,1.0
68 ,47,1.0
68 ,49,23.0
68 ,50,4.0
68 ,51,16.0
69 ,45,74.0
69 ,46,2.0
69 ,47,10.0
69 ,48,7.0
69 ,49,59.0
69 ,50,14.0
69 ,51,54.0
70 ,45,2.0
70 ,47,2.0
70 ,49,6.0
70 ,50,3.0
70 ,51,8.0
71 ,45,17.0
71 ,46,1.0
71 ,47,4.0
71 ,49,14.0
71 ,50,4.0
71 ,51,13.0
72 ,45,76.0
72 ,46,2.0
72 ,47,5.0
72 ,48,1.0
72 ,49,506.0
72 ,50,16.0
72 ,51,12.0
73 ,45,10.0
73 ,47,3.0
73 ,49,18.0
73 ,50,2.0
73 ,51,10.0
74 ,45,11.0
74 ,47,8.0
74 ,49,27.0
74 ,50,15.0
74 ,51,14.0
75 ,45,244.0
75 ,46,8.0
75 ,47,46.0
75 ,48,10.0
75 ,49,249.0
75 ,50,56.0
75 ,51,237.0
76 ,45,52.0
76 ,46,7.0
76 ,47,11.0
76 ,48,2.0
76 ,49,65.0
76 ,50,79.0
76 ,51,60.0
77 ,45,201.0
77 ,46,6.0
77 ,47,24.0
77 ,49,87.0
77 ,50,36.0
77 ,51,140.0
78 ,45,107.0
78 ,46,5.0
78 ,47,19.0
78 ,49,146.0
78 ,50,36.0
78 ,51,59.0
79 ,45,24.0
79 ,47,10.0
79 ,49,206.0
79 ,50,1.0
80 ,45,6.0
80 ,46,1.0
80 ,47,4.0
80 ,49,33.0
80 ,50,14.0
80 ,51,41.0
81 ,45,5.0
81 ,46,16.0
81 ,47,18.0
81 ,48,12.0
81 ,49,15.0
81 ,51,6.0
82 ,45,7.0
82 ,46,36.0
82 ,47,85.0
82 ,48,1.0
82 ,49,9.0
82 ,51,3.0
83 ,45,31.0
83 ,46,9.0
83 ,47,26.0
83 ,48,3.0
83 ,49,26.0
83 ,50,72.0
83 ,51,35.0
84 ,45,4.0
84 ,46,2.0
84 ,47,17.0
84 ,48,4.0
84 ,49,7.0
84 ,50,2.0
84 ,51,7.0
85 ,45,31.0
85 ,46,1.0
85 ,47,7.0
85 ,49,537.0
85 ,50,4.0
85 ,51,8.0
86 ,45,52.0
86 ,47,6.0
86 ,49,139.0
86 ,50,14.0
86 ,51,11.0
87 ,45,30.0
87 ,46,6.0
87 ,47,15.0
87 ,49,42.0
87 ,50,2.0
87 ,51,33.0
88 ,45,6.0
88 ,46,1.0
88 ,47,1.0
88 ,49,11.0
88 ,50,8.0
88 ,51,24.0
89 ,45,74.0
89 ,47,1.0
89 ,49,17.0
89 ,50,10.0
89 ,51,23.0
90 ,45,4.0
90 ,49,8.0
90 ,51,11.0
91 ,45,245.0
91 ,46,9.0
91 ,47,21.0
91 ,48,1.0
91 ,49,127.0
91 ,50,15.0
91 ,51,47.0
92 ,45,156.0
92 ,46,3.0
92 ,47,10.0
92 ,49,159.0
92 ,50,26.0
92 ,51,90.0
93 ,45,146.0
93 ,47,17.0
93 ,48,7.0
93 ,49,92.0
93 ,50,26.0
93 ,51,74.0
94 ,45,113.0
94 ,46,10.0
94 ,47,9.0
94 ,48,1.0
94 ,49,87.0
94 ,50,31.0
94 ,51,70.0
95 ,45,57.0
95 ,46,2.0
95 ,47,15.0
95 ,49,69.0
95 ,50,27.0
95 ,51,53.0
971,45,31.0
971,47,10.0
971,49,27.0
971,50,3.0
971,51,18.0
972,45,40.0
972,46,1.0
972,47,10.0
972,49,11.0
972,50,9.0
972,51,16.0
973,45,20.0
973,47,8.0
973,49,32.0
973,50,6.0
973,51,32.0
974,45,31.0
974,47,19.0
974,49,62.0
974,50,15.0
974,51,23.0
975,45,1.0
975,47,1.0
975,49,1.0
976,45,7.0
976,46,6.0
976,47,10.0
976,48,1.0
976,49,35.0
976,50,1.0
978,45,14.0
98,45,6.0
98,47,2.0
98,49,16.0
98,50,13.0
99,45,730.0
99,46,55.0
99,47,241.0
99,48,28.0
99,49,838.0
99,50,215.0
99,51,652.0
01 ,52,1.0
01 ,53,1.0
01 ,54,27.0
01 ,55,2.0
01 ,56,12.0
01 ,57,5.0
02 ,52,8.0
02 ,53,9.0
02 ,54,13.0
02 ,55,3.0
02 ,56,10.0
02 ,57,23.0
03 ,52,4.0
03 ,53,1.0
03 ,54,8.0
03 ,56,7.0
03 ,57,2.0
04 ,51,3.0
04 ,52,4.0
04 ,53,1.0
04 ,54,5.0
04 ,56,3.0
04 ,57,2.0
05 ,51,8.0
05 ,54,2.0
05 ,55,2.0
05 ,56,5.0
05 ,57,1.0
06 ,52,3.0
06 ,53,1.0
06 ,54,39.0
06 ,56,42.0
06 ,57,56.0
07 ,51,6.0
07 ,52,1.0
07 ,54,7.0
07 ,55,3.0
07 ,56,4.0
07 ,57,17.0
08 ,52,4.0
08 ,53,3.0
08 ,54,35.0
08 ,55,7.0
08 ,56,3.0
08 ,57,40.0
09 ,51,4.0
09 ,52,2.0
09 ,54,7.0
09 ,56,2.0
10 ,52,33.0
10 ,53,1.0
10 ,54,80.0
10 ,55,12.0
10 ,56,21.0
10 ,57,21.0
10 ,58,6.0
11 ,52,2.0
11 ,54,2.0
11 ,55,2.0
11 ,56,8.0
11 ,57,13.0
12 ,51,1.0
12 ,52,1.0
12 ,54,1.0
12 ,55,4.0
12 ,56,1.0
12 ,57,4.0
12 ,58,1.0
13 ,52,8.0
13 ,53,9.0
13 ,54,63.0
13 ,55,3.0
13 ,56,39.0
13 ,57,70.0
13 ,58,16.0
14 ,52,4.0
14 ,53,37.0
14 ,54,12.0
14 ,56,47.0
14 ,57,17.0
15 ,56,2.0
16 ,52,1.0
16 ,53,1.0
16 ,54,6.0
16 ,56,5.0
16 ,57,3.0
16 ,58,2.0
17 ,51,7.0
17 ,52,3.0
17 ,53,11.0
17 ,54,14.0
17 ,55,1.0
17 ,56,39.0
17 ,57,14.0
18 ,52,1.0
18 ,53,6.0
18 ,54,12.0
18 ,56,17.0
18 ,57,2.0
18 ,58,97.0
19 ,52,2.0
19 ,53,6.0
19 ,54,5.0
19 ,56,8.0
19 ,57,2.0
19 ,58,1.0
21 ,52,37.0
21 ,53,7.0
21 ,54,68.0
21 ,56,32.0
21 ,57,34.0
22 ,52,3.0
22 ,53,33.0
22 ,54,3.0
22 ,55,1.0
22 ,56,301.0
22 ,57,5.0
23 ,51,1.0
23 ,53,1.0
23 ,54,2.0
23 ,58,1.0
24 ,51,5.0
24 ,53,7.0
24 ,54,7.0
24 ,55,2.0
24 ,56,16.0
24 ,57,7.0
25 ,52,9.0
25 ,53,6.0
25 ,54,78.0
25 ,55,1.0
25 ,56,3.0
25 ,57,45.0
26 ,52,2.0
26 ,53,2.0
26 ,54,7.0
26 ,55,1.0
26 ,56,10.0
26 ,57,7.0
27 ,52,1.0
27 ,53,10.0
27 ,54,12.0
27 ,56,26.0
27 ,57,11.0
28 ,52,1.0
28 ,53,8.0
28 ,54,13.0
28 ,55,3.0
28 ,56,42.0
28 ,57,4.0
29 ,52,11.0
29 ,53,20.0
29 ,54,33.0
29 ,55,1.0
29 ,56,739.0
29 ,57,24.0
2A ,51,6.0
2A ,52,1.0
2A ,53,1.0
2A ,56,10.0
2A ,57,3.0
2B ,51,3.0
2B ,52,1.0
2B ,53,2.0
2B ,54,12.0
2B ,56,2.0
2B ,57,1.0
30 ,51,15.0
30 ,52,4.0
30 ,53,2.0
30 ,54,26.0
30 ,55,4.0
30 ,56,9.0
30 ,57,28.0
31 ,52,8.0
31 ,53,13.0
31 ,54,48.0
31 ,55,1.0
31 ,56,45.0
31 ,57,42.0
31 ,58,14.0
32 ,51,1.0
32 ,56,2.0
32 ,57,4.0
33 ,52,12.0
33 ,53,17.0
33 ,54,29.0
33 ,55,2.0
33 ,56,49.0
33 ,57,41.0
33 ,58,7.0
34 ,52,3.0
34 ,53,9.0
34 ,54,57.0
34 ,55,3.0
34 ,56,20.0
34 ,57,27.0
35 ,52,3.0
35 ,53,225.0
35 ,54,37.0
35 ,55,1.0
35 ,56,577.0
35 ,57,25.0
36 ,51,3.0
36 ,52,1.0
36 ,54,12.0
36 ,56,6.0
36 ,57,1.0
37 ,52,2.0
37 ,53,11.0
37 ,54,24.0
37 ,55,1.0
37 ,56,50.0
37 ,57,20.0
37 ,58,7.0
38 ,52,3.0
38 ,53,5.0
38 ,54,58.0
38 ,55,2.0
38 ,56,33.0
38 ,57,25.0
39 ,52,3.0
39 ,54,16.0
39 ,56,4.0
39 ,57,16.0
40 ,52,2.0
40 ,53,1.0
40 ,54,6.0
40 ,55,5.0
40 ,56,18.0
40 ,57,11.0
41 ,51,5.0
41 ,52,1.0
41 ,53,9.0
41 ,54,5.0
41 ,56,10.0
41 ,57,8.0
41 ,58,7.0
42 ,52,8.0
42 ,54,35.0
42 ,56,1.0
42 ,57,13.0
43 ,52,1.0
43 ,56,2.0
43 ,57,2.0
44 ,52,2.0
44 ,53,112.0
44 ,54,54.0
44 ,55,2.0
44 ,56,394.0
44 ,57,20.0
44 ,58,13.0
45 ,52,4.0
45 ,53,10.0
45 ,54,26.0
45 ,55,2.0
45 ,56,40.0
45 ,57,17.0
45 ,58,47.0
46 ,53,2.0
46 ,56,13.0
46 ,57,1.0
47 ,51,3.0
47 ,52,1.0
47 ,54,5.0
47 ,56,7.0
47 ,57,5.0
47 ,58,5.0
48 ,51,1.0
48 ,53,1.0
48 ,54,2.0
48 ,57,2.0
48 ,58,1.0
49 ,52,2.0
49 ,53,159.0
49 ,54,19.0
49 ,55,2.0
49 ,56,95.0
49 ,57,21.0
50 ,52,1.0
50 ,53,20.0
50 ,54,7.0
50 ,56,66.0
50 ,57,18.0
51 ,52,79.0
51 ,53,9.0
51 ,54,115.0
51 ,55,25.0
51 ,56,19.0
51 ,57,95.0
52 ,52,18005.0
52 ,53,6.0
52 ,54,104.0
52 ,55,21.0
52 ,56,4.0
52 ,57,31.0
53 ,52,2.0
53 ,53,34665.0
53 ,54,2.0
53 ,56,70.0
54 ,52,44.0
54 ,53,7.0
54 ,54,114058.0
54 ,55,85.0
54 ,56,23.0
54 ,57,1037.0
54 ,58,6.0
55 ,52,58.0
55 ,53,4.0
55 ,54,367.0
55 ,55,12877.0
55 ,56,5.0
55 ,57,175.0
56 ,52,1.0
56 ,53,27.0
56 ,54,18.0
56 ,55,7.0
56 ,56,114071.0
56 ,57,24.0
57 ,52,20.0
57 ,54,1357.0
57 ,55,37.0
57 ,56,15.0
57 ,57,171577.0
58 ,52,1.0
58 ,53,1.0
58 ,54,7.0
58 ,56,5.0
58 ,57,3.0
58 ,58,18108.0
59 ,52,13.0
59 ,53,20.0
59 ,54,89.0
59 ,55,12.0
59 ,56,50.0
59 ,57,91.0
60 ,52,2.0
60 ,53,16.0
60 ,54,28.0
60 ,55,5.0
60 ,56,18.0
60 ,57,31.0
61 ,51,11.0
61 ,52,1.0
61 ,53,71.0
61 ,54,1.0
61 ,56,16.0
61 ,57,7.0
62 ,52,12.0
62 ,53,14.0
62 ,54,15.0
62 ,55,4.0
62 ,56,27.0
62 ,57,19.0
63 ,52,5.0
63 ,53,9.0
63 ,54,31.0
63 ,56,24.0
63 ,57,17.0
63 ,58,36.0
64 ,52,2.0
64 ,53,9.0
64 ,54,5.0
64 ,56,35.0
64 ,57,5.0
65 ,52,1.0
65 ,53,1.0
65 ,56,2.0
65 ,57,7.0
66 ,52,3.0
66 ,54,18.0
66 ,55,1.0
66 ,56,12.0
66 ,57,12.0
67 ,52,18.0
67 ,53,4.0
67 ,54,212.0
67 ,55,9.0
67 ,56,15.0
67 ,57,382.0
68 ,52,16.0
68 ,53,2.0
68 ,54,68.0
68 ,55,15.0
68 ,56,2.0
68 ,57,76.0
68 ,58,1.0
69 ,52,15.0
69 ,53,25.0
69 ,54,105.0
69 ,55,2.0
69 ,56,64.0
69 ,57,74.0
69 ,58,22.0
70 ,52,12.0
70 ,54,48.0
70 ,56,3.0
70 ,57,18.0
71 ,52,6.0
71 ,54,30.0
71 ,56,4.0
71 ,57,18.0
72 ,52,1.0
72 ,53,147.0
72 ,54,13.0
72 ,55,1.0
72 ,56,44.0
72 ,57,14.0
73 ,52,3.0
73 ,53,2.0
73 ,54,14.0
73 ,56,18.0
73 ,57,25.0
74 ,52,2.0
74 ,53,4.0
74 ,54,29.0
74 ,55,4.0
74 ,56,39.0
74 ,57,28.0
75 ,52,16.0
75 ,53,52.0
75 ,54,161.0
75 ,55,15.0
75 ,56,214.0
75 ,57,139.0
75 ,58,44.0
76 ,52,3.0
76 ,53,19.0
76 ,54,32.0
76 ,56,57.0
76 ,57,45.0
77 ,52,12.0
77 ,53,9.0
77 ,54,35.0
77 ,55,2.0
77 ,56,79.0
77 ,57,49.0
77 ,58,22.0
78 ,52,6.0
78 ,53,33.0
78 ,54,85.0
78 ,55,3.0
78 ,56,109.0
78 ,57,49.0
79 ,51,5.0
79 ,52,1.0
79 ,53,7.0
79 ,54,10.0
79 ,55,1.0
79 ,56,12.0
79 ,57,1.0
80 ,52,1.0
80 ,53,1.0
80 ,54,16.0
80 ,55,3.0
80 ,56,12.0
80 ,57,14.0
80 ,58,2.0
81 ,54,20.0
81 ,55,1.0
81 ,56,4.0
81 ,57,6.0
82 ,52,3.0
82 ,53,1.0
82 ,54,7.0
82 ,56,8.0
82 ,57,3.0
83 ,52,8.0
83 ,53,6.0
83 ,54,34.0
83 ,55,3.0
83 ,56,65.0
83 ,57,38.0
84 ,52,1.0
84 ,54,10.0
84 ,56,15.0
84 ,57,18.0
85 ,52,3.0
85 ,53,30.0
85 ,54,6.0
85 ,56,33.0
85 ,57,7.0
86 ,53,13.0
86 ,54,12.0
86 ,55,1.0
86 ,56,27.0
86 ,57,2.0
87 ,52,1.0
87 ,53,9.0
87 ,54,8.0
87 ,55,2.0
87 ,56,14.0
87 ,57,6.0
88 ,52,12.0
88 ,53,1.0
88 ,54,775.0
88 ,55,5.0
88 ,56,1.0
88 ,57,141.0
89 ,52,7.0
89 ,53,4.0
89 ,54,6.0
89 ,55,1.0
89 ,56,7.0
89 ,57,7.0
89 ,58,35.0
90 ,52,9.0
90 ,53,1.0
90 ,54,15.0
90 ,55,1.0
90 ,56,6.0
90 ,57,15.0
91 ,52,3.0
91 ,53,28.0
91 ,54,40.0
91 ,56,87.0
91 ,57,36.0
91 ,58,11.0
92 ,52,1.0
92 ,53,13.0
92 ,54,50.0
92 ,55,9.0
92 ,56,121.0
92 ,57,70.0
92 ,58,10.0
93 ,53,8.0
93 ,54,44.0
93 ,55,5.0
93 ,56,58.0
93 ,57,43.0
94 ,52,5.0
94 ,53,15.0
94 ,54,52.0
94 ,55,3.0
94 ,56,101.0
94 ,57,56.0
94 ,58,26.0
95 ,52,13.0
95 ,53,18.0
95 ,54,39.0
95 ,55,2.0
95 ,56,74.0
95 ,57,23.0
95 ,58,5.0
971,52,3.0
971,53,5.0
971,54,13.0
971,55,3.0
971,56,19.0
971,57,7.0
972,52,3.0
972,53,9.0
972,54,6.0
972,56,19.0
972,57,4.0
972,58,2.0
973,52,1.0
973,53,1.0
973,54,1.0
973,55,1.0
973,56,30.0
973,57,6.0
974,52,24.0
974,53,34.0
974,54,24.0
974,55,1.0
974,56,46.0
974,57,23.0
975,51,1.0
976,51,9.0
976,53,1.0
976,54,11.0
976,55,6.0
976,56,9.0
976,57,7.0
978,56,2.0
98,51,3.0
98,52,3.0
98,54,9.0
98,56,34.0
98,57,8.0
99,52,80.0
99,53,138.0
99,54,1155.0
99,55,46.0
99,56,388.0
99,57,988.0
01 ,58,5.0
01 ,59,30.0
02 ,58,3.0
02 ,59,330.0
03 ,58,34.0
03 ,59,17.0
04 ,58,1.0
04 ,59,13.0
05 ,58,1.0
05 ,59,15.0
06 ,58,8.0
06 ,59,163.0
07 ,58,1.0
07 ,59,23.0
08 ,58,3.0
08 ,59,86.0
09 ,59,19.0
10 ,59,40.0
11 ,58,3.0
11 ,59,34.0
12 ,59,15.0
13 ,59,224.0
14 ,58,2.0
14 ,59,100.0
15 ,59,7.0
16 ,59,8.0
17 ,58,2.0
17 ,59,55.0
18 ,59,41.0
19 ,59,16.0
21 ,58,36.0
21 ,59,102.0
22 ,58,11.0
22 ,59,40.0
23 ,59,8.0
24 ,58,1.0
24 ,59,22.0
25 ,58,8.0
25 ,59,63.0
26 ,58,3.0
26 ,59,46.0
27 ,58,9.0
27 ,59,72.0
28 ,58,1.0
28 ,59,52.0
29 ,58,5.0
29 ,59,76.0
2A ,59,4.0
2B ,58,3.0
2B ,59,12.0
30 ,58,5.0
30 ,59,60.0
31 ,59,202.0
32 ,59,3.0
33 ,59,199.0
34 ,58,4.0
34 ,59,160.0
35 ,58,3.0
35 ,59,197.0
36 ,58,3.0
36 ,59,24.0
37 ,59,107.0
38 ,58,7.0
38 ,59,135.0
39 ,58,4.0
39 ,59,12.0
40 ,58,2.0
40 ,59,21.0
41 ,59,28.0
42 ,58,8.0
42 ,59,42.0
43 ,58,2.0
43 ,59,5.0
44 ,59,230.0
45 ,59,95.0
46 ,59,21.0
47 ,59,31.0
48 ,59,1.0
49 ,58,1.0
49 ,59,112.0
50 ,59,53.0
51 ,58,2.0
51 ,59,222.0
52 ,58,2.0
52 ,59,9.0
53 ,58,3.0
53 ,59,20.0
54 ,59,115.0
55 ,58,1.0
55 ,59,16.0
56 ,59,57.0
57 ,58,9.0
57 ,59,110.0
58 ,59,19.0
59 ,58,4.0
59 ,59,602410.0
60 ,59,366.0
61 ,58,2.0
61 ,59,21.0
62 ,59,3407.0
63 ,59,62.0
64 ,58,6.0
64 ,59,55.0
65 ,58,1.0
65 ,59,8.0
66 ,58,2.0
66 ,59,61.0
67 ,58,5.0
67 ,59,181.0
68 ,59,47.0
69 ,59,289.0
70 ,58,1.0
70 ,59,13.0
71 ,58,37.0
71 ,59,19.0
72 ,58,3.0
72 ,59,63.0
73 ,58,3.0
73 ,59,47.0
74 ,58,15.0
74 ,59,106.0
75 ,59,843.0
76 ,58,7.0
76 ,59,302.0
77 ,59,171.0
78 ,58,8.0
78 ,59,311.0
79 ,58,2.0
79 ,59,10.0
80 ,59,389.0
81 ,59,26.0
82 ,59,8.0
83 ,58,3.0
83 ,59,117.0
84 ,58,1.0
84 ,59,32.0
85 ,58,2.0
85 ,59,32.0
86 ,59,84.0
87 ,58,3.0
87 ,59,46.0
88 ,58,6.0
88 ,59,18.0
89 ,59,21.0
90 ,58,2.0
90 ,59,30.0
91 ,59,173.0
92 ,59,427.0
93 ,58,5.0
93 ,59,166.0
94 ,59,262.0
95 ,59,179.0
971,59,51.0
972,59,48.0
973,58,4.0
973,59,24.0
974,58,10.0
974,59,108.0
976,58,5.0
976,59,14.0
98,59,37.0
99,58,71.0
99,59,3518.0
01 ,60,7.0
01 ,61,4.0
01 ,62,8.0
01 ,63,26.0
02 ,60,173.0
02 ,61,3.0
02 ,62,80.0
02 ,63,12.0
03 ,60,7.0
03 ,61,2.0
03 ,62,7.0
03 ,63,668.0
03 ,64,15.0
04 ,61,2.0
04 ,62,1.0
04 ,63,11.0
04 ,64,12.0
05 ,60,2.0
05 ,61,2.0
05 ,62,3.0
05 ,63,2.0
06 ,60,27.0
06 ,61,10.0
06 ,62,44.0
06 ,63,43.0
06 ,64,46.0
07 ,60,7.0
07 ,62,5.0
07 ,63,31.0
08 ,60,9.0
08 ,61,3.0
08 ,62,7.0
08 ,64,3.0
09 ,60,2.0
09 ,62,4.0
09 ,63,9.0
09 ,64,14.0
10 ,60,11.0
10 ,61,1.0
10 ,62,15.0
10 ,63,24.0
11 ,60,1.0
11 ,62,16.0
11 ,63,15.0
11 ,64,25.0
12 ,60,1.0
12 ,63,58.0
12 ,64,18.0
13 ,60,34.0
13 ,61,9.0
13 ,62,47.0
13 ,63,114.0
13 ,64,80.0
14 ,60,31.0
14 ,61,167.0
14 ,62,18.0
14 ,63,19.0
14 ,64,24.0
15 ,60,1.0
15 ,62,3.0
15 ,63,208.0
15 ,64,8.0
16 ,60,10.0
16 ,61,3.0
16 ,62,4.0
16 ,63,10.0
16 ,64,47.0
17 ,60,17.0
17 ,61,1.0
17 ,62,15.0
17 ,63,17.0
17 ,64,69.0
18 ,60,8.0
18 ,62,11.0
18 ,63,124.0
19 ,60,5.0
19 ,61,4.0
19 ,62,14.0
19 ,63,106.0
19 ,64,24.0
21 ,60,13.0
21 ,61,6.0
21 ,62,22.0
21 ,63,44.0
21 ,64,25.0
22 ,60,8.0
22 ,61,10.0
22 ,62,6.0
22 ,63,9.0
22 ,64,23.0
23 ,60,5.0
23 ,62,3.0
23 ,63,37.0
23 ,64,7.0
24 ,60,5.0
24 ,61,4.0
24 ,62,14.0
24 ,63,18.0
24 ,64,62.0
25 ,60,12.0
25 ,62,10.0
25 ,63,33.0
25 ,64,14.0
26 ,60,12.0
26 ,61,4.0
26 ,62,14.0
26 ,63,16.0
27 ,60,38.0
27 ,61,46.0
27 ,62,16.0
27 ,63,15.0
28 ,60,26.0
28 ,61,16.0
28 ,62,12.0
28 ,63,14.0
29 ,60,28.0
29 ,61,15.0
29 ,62,16.0
29 ,63,20.0
29 ,64,28.0
2A ,64,6.0
2B ,60,4.0
2B ,62,4.0
2B ,63,3.0
30 ,60,24.0
30 ,61,1.0
30 ,62,16.0
30 ,63,43.0
30 ,64,53.0
31 ,60,43.0
31 ,61,6.0
31 ,62,22.0
31 ,63,106.0
31 ,64,327.0
